name	x	y	z
FP1	-0.0294367	0.08391710000000001	-0.0069900000000000006
FP2	0.029872299999999997	0.0848959	-0.00708
F7	-0.0702629	0.0424743	-0.01142
F3	-0.0502438	0.0531112	0.042192
FZ	0.0003122	0.058512	0.06646200000000001
F4	0.0518362	0.0543048	0.040814
F8	0.0730431	0.0444217	-0.012
FT7	-0.080775	0.0141203	-0.011134999999999999
FC3	-0.060181899999999997	0.0227162	0.055543999999999996
FCZ	0.0003761	0.02739	0.08866800000000001
FC4	0.062293100000000004	0.0237228	0.055630000000000006
FT8	0.0818151	0.0154167	-0.01133
T3	-0.0841611	-0.0160187	-0.009346
C3	-0.06535809999999999	-0.0116317	0.064358
CZ	0.0004009	-0.009167	0.100244
C4	0.06711790000000001	-0.0109003	0.06358
T4	0.0850799	-0.0150203	-0.00949
TP7	-0.08483020000000001	-0.046021700000000006	-0.007056
CP3	-0.0635562	-0.0470088	0.065624
CPZ	0.0003858	-0.047318	0.099432
CP4	0.0666118	-0.0466372	0.06558
TP8	0.0855488	-0.0455453	-0.00713
A1	n/a	n/a	n/a
T5	-0.0724343	-0.0734527	-0.002487
P3	-0.0530073	-0.0787878	0.05594
PZ	0.0003247	-0.08111499999999999	0.082615
P4	0.0556667	-0.0785602	0.056561
T6	0.0730557	-0.07306829999999999	-0.00254
A2	n/a	n/a	n/a
O1	-0.0294134	-0.112449	0.008839
OZ	0.0001076	-0.114892	0.014657
O2	0.0298426	-0.112156	0.0088
